"","1","2","3","4","5"
"{s004}",2.3647928678647e-72,0.00208908023188911,1.55428866703831e-19,9.3600139496465e-76,2.82925762690423e-77
"{s005}",1.77653774025718e-116,0.00069636007729637,1.53520297070983e-116,1.12011645817291e-115,2.00414423452871e-116
"{s006},",4.15983803797547e-83,4.89256168317819e-86,5.71762001177683e-86,2.01984749751031e-07,0.000591594070477178
"{s008/alex}<3",1.7638615366024e-60,4.26621551503456e-61,0.000565211927899311,9.00353464095167e-63,8.42746658347238e-62
"{s008}",1.44394814471178e-72,2.37267770579403e-72,0.000565211927893525,1.07908915763577e-73,6.05833585448829e-15
"{s008},",1.17254329384657e-115,0.00069636007729637,1.24950389932979e-117,2.86254839071288e-116,4.10831591269536e-116
"{s009}??",5.38134827733404e-79,6.03640107276594e-78,0.000565211927899311,6.9732170420059e-79,8.84453941067857e-80
"{s011}",8.35503167487391e-73,3.334371301589e-72,0.000565211927899311,9.80491366018533e-73,7.84773359685822e-73
"{s011},",4.32732792724729e-83,6.94301496090589e-81,0.000565211927899311,1.78730540031354e-83,4.58216027170278e-82
"{s012}",1.03835241113959e-67,3.83356496516504e-69,0.00169563578369793,3.86445098197033e-70,2.10252005715802e-69
"{s020}",3.59778105522681e-76,7.13563280798889e-16,0.00113042385579685,1.23301418953433e-15,1.68934796239902e-75
"{s021}",0.000244963241236879,7.07421813868329e-83,8.93144495516056e-83,0.000337749318364,1.15252178343431e-80
"{s022}",1.80928592888057e-63,1.37815366497743e-62,1.97428715919455e-63,0.000583364591086218,2.23766994793534e-64
"{s027}",6.02857295209264e-63,2.63874937401583e-63,0.000565211927899311,4.96876163791075e-62,5.74512159396849e-64
"{s028}",7.98982149009086e-77,1.29159808487773e-76,8.92596895431579e-78,0.000583364591086217,1.00169849317857e-18
"{s029[pet",3.06782338298419e-79,2.91343905326989e-78,0.00113042385579862,7.13535216123664e-79,6.70763479483344e-76
"{s029}",1.78516799508049e-66,3.81255677202553e-86,0.000565211927899311,2.76355132401665e-24,3.61958257235939e-85
"{s029}!",0.000581815941132149,2.36139242136346e-63,5.46662763119792e-64,1.38877160426578e-64,5.26445536622453e-64
"{s031}",3.73725602934349e-19,4.09348341615554e-72,8.3336291183651e-68,1.52138479313728e-71,0.00118359795111358
"{s032}",0.00407271158762802,9.94086232031853e-14,2.07859496734334e-13,4.18955096051633e-31,2.6066695737966e-37
"{s033}",8.87293854392139e-73,9.15939747724537e-72,0.00226084771159724,4.07030266817806e-73,1.57661124761925e-73
"{s033},",0.000581814561536338,1.10454787737612e-68,3.15209316522478e-74,1.56581559785378e-77,1.40326747608547e-09
"{s034}",0.00116363188224178,1.38430363284781e-70,2.18704291649686e-14,1.06925532293901e-71,3.64813538808668e-71
"{s035}",4.48426181366717e-76,6.0742604864314e-76,0.000565211927899311,3.47235006035091e-77,1.89306963040497e-76
"{s035}'s",2.03654815489071e-94,8.48978409842292e-34,4.52635772699097e-96,0.000583364591086218,1.93709462362843e-93
"{s035}!!",6.39240516142015e-72,1.48378237152058e-72,0.000565211927899311,2.49364502939694e-71,5.67709555629708e-73
"{s036[sic]}",2.45262161677616e-64,1.03382191874756e-63,0.000565211927899311,4.10262210613444e-64,9.0712178629088e-65
"{s036}",4.14870791970361e-70,7.41581943880007e-69,0.00169563578369784,4.14091361215923e-70,9.36449595618885e-17
"{s037}",3.19520142698168e-73,4.19592680951217e-72,5.49688243008747e-74,2.90509653758161e-73,0.000591798975556793
"{s038}",2.16932326974959e-70,3.0799036644256e-70,0.000565211927899311,9.04006195634642e-72,2.75216640217831e-70
"{s039}",0.0033923429521832,1.88358489752869e-22,2.59476570794475e-65,3.91994178805171e-24,0.000692042677362011
"{s040}",1.96118925209484e-20,0.00397411713806108,1.68304026587122e-13,9.52786461942359e-06,0.00193913675432407
"{s041}",9.16830097150525e-79,1.41087253863546e-77,0.000565211927899311,1.07391758289611e-77,1.59612093780746e-79
"{s041},",9.37026536477049e-87,1.88041847108495e-83,9.07921318964622e-86,5.71118594417388e-25,0.000591798975556793
"{s041}?",1.23363271983311e-61,3.57057000164823e-63,0.000565211927899311,2.95805243678001e-63,6.69635260597991e-64
"{s042}",5.28033742812363e-72,1.58593097475004e-71,0.0011304238469943,8.20000935059595e-29,9.2184745087536e-12
"{s043}",2.83801916043956e-69,5.17162661014459e-73,0.00113042385579862,9.53396362542462e-75,9.52125025953956e-75
"{s046}",0.00232726376452859,1.71062584554212e-23,3.71934651347304e-66,1.79480692398145e-24,1.14157744312668e-66
"{s046}?",7.05483333944195e-85,6.06151166376132e-87,8.33431718404924e-38,0.000583364591086218,5.20700093180525e-72
"{s047}",2.79134197136308e-73,6.90137846288511e-68,3.3350343742909e-13,2.02445991547788e-33,0.00414259282854835
"{s047},",7.02737340061794e-116,0.00069636007729637,3.24610954386328e-117,1.21682957196396e-115,4.23681555928116e-116
"{s049}",1.32545729396786e-82,2.30414247636635e-22,3.63925076679577e-78,0.000583364591086218,1.73170400536996e-81
"{s053}",1.60482221847109e-19,9.7617262585998e-19,0.00113042385579862,4.84466481842428e-72,5.29185366294782e-73
"{s056}",5.10559616388986e-76,1.44840213348742e-75,2.09899098761623e-70,0.000583364591086218,7.70647366377568e-77
"{s057}",3.20873910360653e-78,9.01930596151118e-77,0.00113042385579862,7.73580066693958e-79,9.25978899173604e-79
"{s057}?",3.87628326440877e-72,7.23153725020626e-73,0.000565211927899311,7.08687804879219e-73,9.40990091267737e-73
"{s057}??",0.000581815941132149,7.12159197350746e-85,1.05029217696882e-85,5.45477895625795e-89,9.85602680293046e-30
"{s059}",4.58264654037265e-79,2.35290398939704e-78,0.000565211927899311,8.3641470470118e-80,1.8737197993959e-22
"{s059}...and",6.65751321185968e-79,5.14908728445369e-11,0.000565211886080871,2.57954577714926e-14,4.8986000261148e-17
"{s060}",3.79220350663974e-09,0.0020888884886832,1.18466336321649e-75,7.78832521296381e-26,1.59094966008229e-07
"{s060}!!!:)",2.67350833231692e-64,1.9491849359775e-63,0.000565211927899311,2.81610774855066e-63,2.23718606142741e-64
"{s060},",1.20329641665418e-85,0.00069636007729637,8.37312900835501e-80,8.22317469349077e-84,7.60345286954041e-83
"{s062}",2.04232302336716e-65,1.11111723175678e-64,0.00169563578369793,2.20782359796341e-65,1.32769656994424e-65
"{s063}",8.18312040382642e-65,5.79816961465573e-62,0.000565211927899311,2.23359164303842e-62,3.73649436005909e-65
"{s063},",3.22938606659052e-96,0.00139272015459274,1.07772237714455e-94,7.24639347560589e-95,6.56856270535103e-94
"{s064}",3.10420309759149e-70,4.27305723236807e-69,0.00226084771159724,9.0605474064657e-70,3.03259015739778e-71
"{so36}",1.54670784736164e-80,1.11653183566746e-80,0.000565211927899311,7.55244114173801e-82,1.0944802404371e-81
"004?",0.000546323733473549,1.93875420189752e-62,3.44793218918756e-05,9.64550711942999e-63,9.09247373883714e-63
"034,",1.53125075444354e-83,2.92274359069538e-14,0.00056521192787547,1.46108514835566e-22,1.23873209982327e-16
"041",1.82199818768303e-82,1.67576309504619e-14,0.000565211927885643,2.90003139722449e-21,6.96234384568004e-17
"0s64",1.78358829048241e-75,1.15563133023045e-75,5.14304651203063e-73,0.000583364591086218,5.73299752616486e-77
"2012",1.36921380115756e-82,1.03245425086287e-82,0.00113042385579862,5.8988832542721e-82,4.00131679569463e-84
"2nd",5.787701687317e-85,2.78286639613098e-86,0.000565211927899311,5.56456997059867e-80,1.03714740113676e-85
"33who",0.000581815941132149,7.52287350658486e-73,2.49162749978314e-74,2.3371253077809e-73,4.54091358949919e-74
"35?",9.8184161644982e-74,5.44762069913788e-72,2.22437732355177e-73,0.000583364591086218,7.37237109691109e-74
"525",9.10097241078612e-87,4.89285839944374e-22,1.48108726937357e-91,0.00116672918217244,4.55415173411831e-28
"540",4.3243759641914e-87,3.44519464247626e-22,7.78032603220282e-92,0.000583364591086218,1.60963618629777e-28
"5hrs",0.00058181593991854,2.91735151995791e-80,8.26713293960779e-83,1.21683950211052e-12,8.06898956288179e-82
"5th",3.88243463904356e-75,2.92841846112149e-75,4.32825197136617e-76,0.000583364591086218,8.42694803246541e-78
"6.55",0.000581815941132149,2.66893166123409e-77,1.84233262166398e-79,9.72539048674384e-79,7.18221825288917e-80
"620",0.000581815941132149,1.46991936502616e-101,4.38506448364887e-102,1.00947080768785e-21,1.4257231685867e-102
"630",0.000581815941132149,5.93948772794397e-101,5.44110863937272e-102,2.67483085540721e-22,3.68307119024413e-102
"635",0.000581815941132149,1.06484104094094e-100,1.32325552907775e-101,5.05128770177296e-21,2.33232820406642e-104
"7-9",6.73168543583149e-33,6.65448010764402e-99,0.00169563578369793,1.01524234199321e-105,8.68983213101619e-100
"a-the",1.28850595219984e-67,5.80936036092272e-85,1.1514918592844e-85,0.000583364591086218,4.26815624725447e-86
"a....it",7.67709130060175e-79,2.14427513063301e-18,3.90476330137514e-86,0.000583364591086216,1.19761833495115e-86
"aaaaaaaaaaahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",1.66366592596146e-62,8.85888307422772e-62,3.84957137962095e-63,0.000583364591086218,6.23347190944517e-62
"aaah",1.59356708929888e-72,8.69840788425561e-73,0.000565211927855255,4.54714550420198e-14,2.72332597291273e-74
"able",1.48548034012926e-80,1.64049734907048e-92,2.67205288883853e-92,0.00116672918217244,4.55488952763347e-28
"about",4.8792162664143e-11,5.07056415562798e-25,3.00449097097091e-17,2.91923214849268e-22,0.0260391548748695
"absorb",5.83245944673471e-49,2.71830336890939e-84,1.42467905533332e-93,0.000583364591086218,1.46844957989764e-93
"absorbed",2.59214877117835e-87,1.34182516164561e-24,4.97771023518827e-92,0.000583364591086218,7.0789597759353e-29
"absorbs",0.000196507103004387,1.05867294587024e-84,2.9739738594587e-86,0.0015530636170092,6.27757370395724e-82
"absord",0.0005818159390292,2.52553573520621e-29,2.06094787289915e-82,2.10854594528974e-12,1.277906774175e-90
"abt",2.31636911027261e-65,1.33734009272722e-67,1.2906403330502e-67,1.18042575922687e-67,0.00118359795111359
"according",1.76971104138167e-95,4.96384560821432e-22,3.17830573646091e-37,0.000583364591086218,1.4671567649091e-95
"add",1.29479329089248e-105,3.54767133306849e-19,3.92385094590175e-108,3.16515781630266e-107,0.0076933866822383
"added",2.57012278073865e-23,8.12717047052991e-87,1.24314239110973e-88,0.000583364591086218,2.11802126257407e-89
"after",6.85362457199418e-78,1.32887232167079e-21,2.92720454328885e-78,0.00583364591086218,4.62067425847987e-36
"again",5.20948212030253e-22,3.31750837985584e-05,4.54297419020973e-11,0.0023056664180848,4.25392919087841e-19
"again?",3.57410304926741e-33,1.8865627463156e-95,2.51946444345105e-96,0.000583364591086218,8.06378049619314e-100
"ago",3.09104752750241e-81,1.13053225079947e-83,0.000565211927899311,4.11680203368951e-82,3.31543591071807e-84
"agree",2.82708274750458e-90,0.0153199217005201,5.69767048541243e-38,2.15073815084449e-89,5.89676231347194e-90
"agreee",1.01425243490704e-72,1.92392189032757e-72,0.000565211927899311,1.11552583416683e-72,2.12527642045957e-73
"agreement,",0.00872723911698222,2.09523791914502e-71,6.70040550971994e-91,4.13624491059421e-95,4.98293397188009e-87
"agrees",7.23269996532586e-84,3.51817588449085e-10,4.67657595471655e-86,8.93756659578601e-83,0.000591798676565947
"ahuld",2.41817861184276e-31,9.11126771150638e-82,0.000565211927885864,1.37586716793458e-14,1.22262622565819e-16
"alex",0.00349089564679289,4.00027788656455e-68,2.09305496135325e-68,2.9969176113598e-19,4.31515597874059e-32
"alex!!!",3.73004953409351e-74,2.32666682068867e-72,9.89573638091003e-74,3.97128054897037e-74,0.000591798975556793
"alex,",0.000581815941132149,1.49655825190337e-77,1.10979797533968e-77,7.69960627774512e-78,2.99260122475438e-78
"alex.",5.00759549534628e-86,9.44400756677812e-86,2.38042893911749e-85,3.26251208405813e-86,0.0082851856577951
"alex?",1.30342397270922e-71,4.82728587465632e-11,0.000565211888717864,1.00340511883321e-71,2.97139472779208e-72
"alias",8.53135019293957e-80,3.28194722375607e-79,0.000565211927899311,8.42170062905177e-81,1.06858781278042e-79
"all",0.00454807421273772,8.99647648169369e-29,0.0136685015937341,2.03203310932747e-20,2.07492276238814e-24
"all!",0.00814542317585007,3.76395515466336e-106,4.65363920010454e-108,8.26766503322307e-106,4.66447036967461e-108
"all.",1.74029587308599e-10,3.65971325482466e-20,0.0163911457400169,5.54437844193561e-82,6.46977080263248e-80
"alll",9.65475576390003e-83,3.43998838061878e-19,1.09834538783161e-83,0.000583364591086218,1.33505342067859e-90
"alone",2.15110893260458e-76,1.27459742073889e-76,1.26142402241524e-77,1.30970095511816e-77,0.000591798975556793
"alot",0.000581815941132149,9.97460655750062e-86,2.83632021822499e-92,1.99847487327847e-30,1.21732532909645e-24
"already",5.06985807413982e-105,9.71568802082584e-18,6.42385334204561e-107,4.70188691871413e-106,0.00769338668223829
"already?",2.01594710472943e-66,1.25397988868638e-85,0.000565211927899311,7.22081553015469e-25,3.62491522664354e-85
"alrighhttm",8.97627822214838e-64,6.44131397279482e-64,0.000565211927899311,2.68261505912205e-64,2.64751562925695e-64
"alright",1.9189771955392e-85,3.82593914765195e-86,0.000565211927899311,1.32855809462767e-84,3.28025642980679e-30
"alright,",0.000581815941132149,1.06368645403366e-86,3.18997496400671e-84,9.70829334428035e-86,1.7521080659032e-88
"alrighty",4.21437660461134e-69,1.14749956597096e-68,1.66430982731447e-70,0.000583364591086218,1.31103319149447e-60
"alrite",2.95137979943742e-79,3.03951537247837e-78,2.1995296387745e-79,6.09842034248463e-14,0.000591798975494927
"also",0.000581815484068761,4.26302766985881e-85,7.87092635397492e-87,4.58279977352229e-10,7.06411916640254e-89
"also.",5.16899791092814e-73,0.000696360077262302,5.09708053866992e-74,2.85402895699138e-14,1.75178245856064e-72
"amount",0.000581815941132149,5.37416219813194e-101,4.31539428615494e-102,3.12770747884107e-21,6.34705138763472e-102
"and",0.0407499684072485,0.0125887654528921,0.0226701477279863,0.0314067375891022,0.0141655492650397
"annnnddd",1.57722188109767e-89,6.26919457801007e-28,0.000565211927899311,1.06322758260024e-88,4.9411935242482e-90
"another",0.00115693705683266,3.61512169104346e-24,2.56227506849881e-93,6.71264539902838e-06,1.02334949760922e-92
"answer",1.44041463882922e-89,2.99279383716195e-34,1.08943577366414e-95,0.000583364591086218,4.58874289479591e-90
"answers",2.00404545070699e-79,1.59697767503944e-81,0.00113042385579862,2.76215618391976e-21,8.22433489917184e-35
"any",7.2331280878466e-66,3.60288172378316e-19,0.00164432310717168,0.00121726109953164,2.4638610776936e-06
"anyone",1.85927050103677e-76,7.52086568656162e-76,0.00113042385579862,3.38537056645292e-76,3.45807451020636e-77
"anythign",2.55600942282507e-66,9.35345164489845e-23,3.07206739914063e-82,0.000583364591086218,2.53517985653422e-84
"anything",0.00116353486524822,1.62912513399209e-73,8.07617139281171e-69,0.000583139121003505,3.27411640994079e-07
"anyway",4.839877810813e-74,6.09605994860062e-74,0.000565211927899177,5.63806117476767e-74,1.3991572728263e-16
"anywere",1.10781928079332e-86,7.11188313536064e-86,1.03352736458131e-86,0.000583364591086218,1.71714182328493e-26
"are",0.0138519686720766,0.0215070726710604,0.0278688192372125,1.72221956565112e-22,4.05225053955041e-23
"arent!",0.000581815941132149,1.21339975678547e-77,4.00147356660922e-78,7.19511454858232e-78,2.04053041482991e-78
"areu",0.000581815941132149,1.69796628804832e-73,4.54729582126536e-74,4.75908284923259e-75,1.20423971004143e-74
"argee",1.85660261028125e-76,1.17886998190549e-76,0.000565211927899311,5.27863971564179e-77,4.07399407859057e-75
"around",0.000581762857538079,1.06267137355195e-74,4.05669783193166e-91,5.32248894512788e-08,5.2349212964657e-23
"asdfjkl;",0.0011636318822643,1.21031463660445e-31,4.90056653833667e-72,9.84381176708929e-73,6.36807525137043e-73
"ask",1.7644020672446e-79,3.58558460685007e-14,6.02330917967977e-15,5.52818001209675e-79,0.00650978873108794
"asked",6.59294545206964e-85,0.00069636007729637,8.07696041326802e-85,1.1089671471483e-83,1.20470116546581e-85
"asking",1.13107561908361e-112,0.0194980821642984,1.06291490911359e-113,3.86549257325579e-114,1.35251245692626e-113
"assigned.",4.20572194933862e-33,5.940145694641e-100,0.00169563578369793,3.53904967840752e-106,6.77435205072529e-100
"ater",5.52178730140005e-88,4.42242248061524e-23,0.000565211927899311,9.94682136829278e-87,2.70861179663525e-87
"attempt",2.3835621876771e-100,1.05450861622569e-28,7.58519119605376e-108,0.000583364591086218,2.60332959401198e-106
"attractes",2.45783726695532e-97,2.45064245504402e-37,2.14648471628063e-97,0.000583364591086218,1.33943947516887e-99
"attracts?",1.07806149152992e-87,1.93305320335477e-91,1.94390156442899e-90,0.000583364591086218,2.70029105377307e-92
"awe",8.66268872216026e-78,3.87104316977527e-75,2.59375546164229e-77,0.000583364591086218,1.68770868784404e-77
"aww",1.65587361194766e-75,1.09394021406933e-73,0.000565211927899311,7.70656055579278e-75,7.00821605843498e-75
"b-i",5.48023445730341e-84,7.7100710410565e-86,7.89016292476914e-88,0.000583364591086218,1.13878667148402e-87
"baad",8.30423078391793e-76,2.49056720284902e-76,0.000565211927899311,4.56929169267215e-77,5.9019692813109e-76
"back",4.44929341745745e-78,1.64379353150989e-24,0.00395648349529518,4.25526773140868e-26,5.54216254162761e-80
"back?",1.3096842540556e-74,2.34318579301546e-72,0.00621733120689242,3.81373537096229e-73,6.33190605684954e-75
"balance",1.84691430909637e-08,6.03893600150095e-48,1.46506773066837e-26,0.00408353361930015,7.43507066683231e-37
"balls",6.60382988971915e-74,1.95745076672971e-74,5.98620928107523e-06,0.000577186125351445,1.97565110822289e-74
"barely",1.18326144428543e-86,3.92150362758019e-28,2.50384050312354e-87,0.000583364591086218,5.39428807597848e-27
"bcuz",5.27734866897414e-30,8.70699091979002e-25,1.04017431599939e-19,7.22214593419221e-86,0.000591798975556793
"beaker",0.000581816152081023,1.59200360515101e-27,4.33206907319126e-86,0.000583364379575849,6.15833901792981e-85
"beat",0.0011636318822643,1.45284967223747e-69,1.62434959764929e-19,9.04164499866372e-72,4.53724685635818e-68
"becasue",1.4741959110712e-85,3.18252324728252e-90,1.44656055156924e-89,0.00116672918217244,5.0049652415922e-91
"because",2.347910939041e-22,2.46225817306148e-26,7.35985340363368e-27,0.00700037509303461,9.17958670212816e-48
"been",3.70359196982963e-33,1.89692459306315e-98,0.00169563578369793,3.60803139848764e-105,6.31881127621021e-100
"before",2.2147424416165e-19,4.69370165197299e-83,1.85130151661618e-81,0.00116672918217244,1.99554857614585e-82
"behind",0.00116343025560922,2.41321598575232e-07,3.00490160679676e-82,2.20194995930177e-20,1.78593876251858e-16
"being",5.1501869250983e-106,0.0201944422415947,7.91822880271839e-109,1.76856025896761e-30,7.52566064405405e-55
"benefit",4.76522556433084e-113,0.0194980821642984,1.70613152487586e-114,4.72447549674992e-113,1.41193788676163e-113
"bigger",1.27200218231535e-69,3.56514402236857e-77,5.87200721330829e-78,0.000583364591086214,4.28836460491132e-18
"birthdaaay",5.54973270227245e-79,5.89866113057253e-78,0.000565211927899311,2.90457222387845e-78,1.51876701828502e-78
"birthday",1.20011215839686e-81,6.15460462200136e-22,6.17446858573009e-78,0.000583364591086218,8.35080728963239e-83
"birthday!!!!!!!!!!!!!!!!!!!!!!!!!!!!!111",2.59037749767679e-72,5.72617911790317e-72,0.000565211927899311,7.32139156364277e-72,1.61526352035637e-72
"birthday?",2.15371804023984e-62,2.64383919645271e-62,0.000565211927899311,4.64503974103702e-63,3.20914855030032e-64
"bit",1.66335265457571e-84,7.64585725545397e-84,2.89198179700421e-10,3.0967265729852e-83,0.000591798672754997
"bjus",2.33383867017617e-81,1.60838786999706e-72,2.15310063777574e-29,0.000583364591086218,5.60550583714932e-82
"black",2.21069898408653e-91,1.06737167944959e-22,3.95973231990486e-98,0.000583364591086218,7.93162127466454e-99
"blacken",5.99728192925155e-89,6.34536625834376e-30,6.33530178912288e-93,0.000583364591086218,1.40572035300265e-93
"bluecost",2.0116369525987e-86,6.2796038222444e-86,1.50678812326696e-86,0.000583364591086218,1.37438731851345e-26
"book",3.20883422708989e-33,5.58992522035828e-99,0.00169563578369793,4.35793854363082e-106,3.12679271986224e-100
"book,",1.78385011590403e-93,6.1739625917728e-95,0.00734775506269104,5.03667410933488e-95,7.73882577838355e-93
"both",0.00989087099924653,5.52155839920137e-51,6.33997743559948e-102,1.62172291731647e-98,3.4777101212505e-102
"both,",0.000581815941132149,2.22133652584072e-86,1.84433665015583e-30,6.41580804750465e-89,1.39924019964735e-94
"bottom",2.01205139018374e-08,3.96621799946077e-76,5.47226421270642e-77,6.36708181207375e-73,0.000591778509806934
"bottom,",6.31972821237529e-88,4.31507776322535e-88,0.000565211927899311,4.62912904977656e-88,1.46425026616762e-89
"bottomof",6.61236440347144e-84,1.2826729643049e-84,2.20429395872728e-85,2.80284672038157e-81,0.000591798975556793
"box",0.00350967912969553,4.21420839281157e-18,0.00195774993904101,0.000877363341768158,1.49608902417529e-57
"boxes",0.00174544782339645,3.64869602009094e-86,6.75214393486148e-27,5.70188595552957e-88,3.09059858467138e-86
"boyfriend!",2.35751614308286e-68,2.11995442740102e-68,0.00113042385579862,1.0823541586269e-68,2.71653013454363e-70
"brain?",5.09000732169045e-89,1.45999081717493e-87,0.00056521192789931,1.76980985886425e-18,1.92323107896289e-88
"buddy",1.84729598778671e-07,8.69291538434219e-11,0.00113024411468255,2.19633367570762e-10,2.27471338041034e-14
"build",3.11249781605156e-79,2.48650971477649e-26,3.05685660956456e-14,2.02870519139204e-34,0.00769338668220629
"but",2.31597523486509e-08,1.05496251102453e-14,0.00269591545592602,0.00596794665659651,7.16075944293347e-25
"but.",9.60985139464597e-82,2.28704238791988e-26,0.000565211927899311,2.92579331888236e-86,1.40500022171074e-87
"bye",0.0040727115879239,1.85487781039292e-66,1.10825888629858e-15,6.87263042405771e-67,5.34281797626504e-68
"bye?",1.20898393310361e-63,8.34018112071129e-64,0.000565211927899311,1.36125004107261e-63,5.9429211920123e-64
"byee",3.33655796588431e-74,3.97633883431553e-72,5.37398534010688e-74,1.13921801910509e-74,0.000591798975556793
"byeee(:",4.52084150733853e-63,2.26097945357028e-62,0.000565211927899311,2.0631496413163e-64,1.60769672146879e-63
"c-the",1.51697084047865e-79,2.72492621075952e-86,1.27224237889339e-85,0.000583364591086218,5.8572064408491e-86
"c!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1.10307505026642e-71,1.47183760896391e-70,1.67882226392183e-72,0.000583364590476797,6.18231695971622e-13
"c./",7.81255999992192e-65,4.55997696603341e-76,1.40492737116632e-76,0.000583364589498863,1.61030519217196e-12
"called",0.000581815941132149,6.07508752143855e-72,1.04277839451987e-73,1.37957148833667e-72,1.66449453896481e-48
"can",2.24104039655664e-06,2.79977267002089e-10,5.23981071606272e-21,3.6315189521666e-12,0.0183434885075603
"cannot",8.81712808913368e-65,3.01953411529573e-64,0.00056493843956824,2.26066239294786e-65,2.86352969860796e-07
"cant",4.48393100181921e-26,4.92064787943972e-31,2.03967783483202e-36,0.00350018754651731,8.2068048989568e-30
"care",4.35864745103828e-71,2.96520354640226e-72,0.000565211927899311,4.53514496408554e-72,9.78068577379652e-73
"causing",4.10428193149878e-44,2.45803907511326e-84,4.89089968618699e-93,0.00116672918217244,1.72534706762147e-92
"cell",1.83783851612347e-27,7.4176459468873e-41,0.00849544884652039,0.0163163839716916,2.29446554717455e-39
"cereal",3.7655013661993e-70,7.60107143883701e-71,1.5990735032228e-13,0.00175009377309361,1.98097364065817e-72
"certain",0.000581815941132149,8.27728049986786e-101,7.95304532311624e-102,4.59711131187934e-21,7.80927253794326e-102
"chair",1.00770149518781e-87,6.83049049877673e-91,0.000565211927899311,3.16336206939431e-88,1.50854070282203e-91
"challenged,",2.67587571084852e-116,0.00974904108214918,3.47442716344172e-116,1.41573339044244e-114,5.18633991963113e-115
"challenger",5.35536168615281e-73,6.18604841193106e-72,0.000565211927899311,2.39072428870675e-73,9.22107953041397e-74
